Postnummer;Poststed;FylkeKode;Fylke;KommuneKode;Kommune;PostnummerKategoriKode;PostnummerKategori;Latitude;Longitude
1;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9116000;10.7545000
10;OSLO;3;OSLO;301;OSLO;B;Både gateadresser og postbokser;59.9171400;10.7273700
15;OSLO;3;OSLO;301;OSLO;B;Både gateadresser og postbokser;59.9093000;10.7387000
18;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9173000;10.5050000
21;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9096580;10.7253920
24;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9116000;10.7545000
25;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9131500;10.7541700
26;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9132100;10.7403400
28;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9143200;10.7492700
30;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9153700;10.7457800
31;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9153700;10.7457800
32;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9153700;10.7457800
33;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9153700;10.7457800
34;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9153700;10.7457800
37;OSLO;3;OSLO;301;OSLO;F;Flere bruksområder;59.9124600;10.7340800
40;OSLO;3;OSLO;301;OSLO;S;Servicepostnummer;59.9424900;10.7604100
45;OSLO;3;OSLO;301;OSLO;F;Flere bruksområder;59.9635700;10.9129000
46;OSLO;3;OSLO;301;OSLO;K;Kunde med eget postnummer;59.9635700;10.9129000
47;OSLO;3;OSLO;301;OSLO;K;Kunde med eget postnummer;59.9635700;10.9129000
48;OSLO;3;OSLO;301;OSLO;K;Kunde med eget postnummer;59.9109100;10.7506400
50;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9126700;10.7522400
51;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9116000;10.7545000
55;OSLO;3;OSLO;301;OSLO;F;Flere bruksområder;59.9124900;10.7467900
60;OSLO;3;OSLO;301;OSLO;S;Servicepostnummer;(blank);(blank)
80;OSLO;3;OSLO;301;OSLO;K;Kunde med eget postnummer;59.9057000;10.6281000
101;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9138000;10.7387000
102;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9138000;10.7387000
103;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9138000;10.7387000
104;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9138000;10.7387000
105;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9138000;10.7387000
106;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9138000;10.7387000
107;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9138000;10.7387000
109;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9104000;10.7443000
110;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9134000;10.7313000
111;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9134000;10.7313000
112;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9134000;10.7313000
113;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9134000;10.7313000
114;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9134000;10.7313000
115;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9134000;10.7313000
116;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9134000;10.7313000
117;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9134000;10.7313000
118;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9134000;10.7313000
119;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9134000;10.7313000
120;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9138000;10.7387000
121;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9134000;10.7313000
122;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9130000;10.7239000
123;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9126000;10.7165000
124;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9122000;10.7091000
125;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9118000;10.7017000
128;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9152300;10.7433000
129;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9180000;10.7400000
130;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9180000;10.7400000
131;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9235900;10.7404700
133;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9128700;10.7590900
134;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9128700;10.7590900
135;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9128700;10.7590900
137;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.8834000;10.7717000
138;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.8702400;10.7726700
139;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.8701500;10.7726600
150;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.8955000;10.7304000
151;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9088600;10.7422400
152;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9097100;10.7461600
153;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9108150;10.7424400
154;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9113800;10.7481100
155;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9129000;10.7482500
157;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9102230;10.7396130
158;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9116900;10.7389200
159;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9129450;10.7417160
160;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9107640;10.7326220
161;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9136600;10.7334000
162;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9135790;10.7380350
164;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9165100;10.7383000
165;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9187400;10.7414200
166;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9191200;10.7344700
167;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9256460;10.7309660
168;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9272700;10.7340500
169;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9252300;10.7368400
170;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9225100;10.7370500
171;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9259800;10.7426900
172;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9239800;10.7451200
173;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9277700;10.7470800
174;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9263900;10.7481400
175;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9265200;10.7512700
176;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9201200;10.7393200
177;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9195000;10.7473900
178;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9195100;10.7501500
179;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9162900;10.7485700
180;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9156200;10.7433400
181;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9144900;10.7495200
182;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9177300;10.7559800
183;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9166300;10.7529300
184;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9137100;10.7523200
185;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9119300;10.7568500
186;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9154500;10.7585300
187;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9144500;10.7637600
188;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9126500;10.7608700
190;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9120400;10.7656600
191;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9085200;10.7645700
192;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9036000;10.7726100
193;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.8882400;10.7549400
194;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9048000;10.7589000
195;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9040200;10.7880100
196;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9019700;10.7819500
198;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.8773700;10.7607800
201;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9146200;10.7199200
202;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9146200;10.7199200
203;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9146200;10.7199200
204;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9146200;10.7199200
207;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9183600;10.7074800
208;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9183600;10.7074800
211;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9070000;10.6743000
212;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9228000;10.6793000
213;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9228000;10.6793000
214;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9228000;10.6793000
215;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9228000;10.6793000
216;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9176400;10.6363600
218;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9252200;10.6748100
230;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9146200;10.7199200
240;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9146200;10.7148700
244;OSLO;3;OSLO;301;OSLO;F;Flere bruksområder;59.9192000;10.6972000
247;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9219000;10.6839000
250;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9099300;10.7250700
251;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9127900;10.7258500
252;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9084400;10.7230100
253;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9140100;10.7246670
254;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9129800;10.7211300
255;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9149800;10.7217200
256;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9170400;10.7202200
257;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9164400;10.7162290
258;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9199400;10.7225700
259;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9211000;10.7170400
260;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9211620;10.7136040
262;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9171600;10.7115500
263;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9186400;10.7116100
264;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9166200;10.7059400
265;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9184300;10.7047300
266;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9205900;10.7065200
267;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9204700;10.7031000
268;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9208700;10.6969900
270;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9119600;10.7159500
271;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9133800;10.7071000
272;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9135400;10.7097300
273;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9180600;10.6950700
274;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9241500;10.6926800
275;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9262900;10.6760000
276;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9251300;10.6833700
277;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9208500;10.6777600
278;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9197600;10.6837100
279;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9208800;10.6803500
280;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9240760;10.6548500
281;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9207200;10.6619800
282;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9206400;10.6498300
283;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9179300;10.6441700
284;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9238300;10.6352100
286;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9006600;10.6855800
287;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9042700;10.6804200
301;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9295000;10.7174000
302;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9295000;10.7174000
303;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9295000;10.7174000
304;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9295000;10.7174000
305;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9295000;10.7174000
306;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9295000;10.7174000
307;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9295000;10.7174000
308;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9295000;10.7174000
309;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9379600;10.6831300
311;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9285400;10.6471800
313;OSLO;3;OSLO;301;OSLO;B;Både gateadresser og postbokser;59.9402800;10.7210000
314;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9402800;10.7210000
315;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9406000;10.7231000
316;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9406000;10.7231000
317;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9406000;10.7231000
318;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9406000;10.7231000
319;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9430600;10.7034400
323;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9241300;10.7249100
330;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9294200;10.7175100
340;OSLO;3;OSLO;301;OSLO;B;Både gateadresser og postbokser;59.9355000;10.7205000
349;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9422900;10.7159000
350;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9217500;10.7307000
351;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9234100;10.7251600
352;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9220700;10.7283300
353;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9245800;10.7172200
354;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9277320;10.7317970
355;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9244800;10.7226800
356;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9266500;10.7249200
357;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9258290;10.7207680
358;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9311300;10.7311200
359;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9338800;10.7315900
360;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9319300;10.7272000
361;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9337000;10.7258600
362;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9305900;10.7226600
363;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9322050;10.7179970
364;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9304400;10.7212100
365;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9283500;10.7221400
366;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9283400;10.7180800
367;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9264900;10.7160400
368;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9274900;10.7126700
369;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9320800;10.7065200
370;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9373400;10.7016700
371;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9356130;10.7141590
372;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9543400;10.7204200
373;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9420400;10.7093500
374;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9427100;10.6973700
375;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9331500;10.6883800
376;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9422100;10.6821800
377;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9348100;10.6793800
378;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9409000;10.6664000
379;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9318400;10.6684500
380;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9314520;10.6554790
381;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9284300;10.6508300
382;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9307600;10.6432200
383;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9321800;10.6356500
401;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9506000;10.7724000
402;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9506000;10.7724000
403;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9506000;10.7724000
404;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9506000;10.7724000
405;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9506000;10.7724000
406;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9407600;10.7594500
408;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9486300;10.7329400
409;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9456000;10.7771800
410;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9491800;10.7665100
411;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9659800;10.7769500
412;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9339600;10.7614100
413;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9339600;10.7614100
415;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9355800;10.7523900
421;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9506000;10.7724000
422;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9506000;10.7724000
423;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9506000;10.7724000
424;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9505000;10.7724000
440;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9360900;10.7348900
441;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9492000;10.7680000
442;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9488000;10.7667000
445;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9432000;10.7613000
450;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9366400;10.7345100
451;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9346400;10.7337700
452;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9300800;10.7345300
454;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9305100;10.7385100
455;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9332300;10.7417800
456;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9321500;10.7462900
457;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9299400;10.7500700
458;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9305700;10.7538000
459;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9303300;10.7552300
460;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9330100;10.7517700
461;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9349620;10.7532870
462;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9371000;10.7506000
463;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9380370;10.7527590
464;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9397240;10.7519890
465;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9381000;10.7584300
467;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9448700;10.7609500
468;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9406000;10.7595690
469;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9408200;10.7619500
470;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9397700;10.7625900
472;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9382200;10.7647700
473;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9327900;10.7605200
474;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9310600;10.7662300
475;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9332300;10.7712200
476;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9346900;10.7635800
477;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9364400;10.7647300
478;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9353100;10.7677400
479;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9368500;10.7755700
480;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9377400;10.7710200
481;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9398200;10.7747800
482;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9416700;10.7741000
483;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9426900;10.7723000
484;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9484700;10.7676900
485;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9491500;10.7731500
486;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9538800;10.7706400
487;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9487400;10.7816400
488;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9497780;10.7901410
489;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9536700;10.7861100
490;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9523400;10.7978400
491;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9595900;10.7867900
492;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9575300;10.7831000
493;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9613800;10.7789000
494;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9641300;10.7879000
495;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9613480;10.7921360
496;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9788800;10.8131100
501;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9253710;10.7751590
502;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9290000;10.7725000
503;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9290000;10.7725000
504;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9290000;10.7725000
505;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9222100;10.7571800
506;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9187600;10.7615600
508;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9286800;10.8053700
509;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9286800;10.8053700
510;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9286800;10.8053700
511;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9286800;10.8053700
512;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9286800;10.8053700
513;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9286800;10.8053700
515;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9426200;10.8120400
516;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9364700;10.8269600
517;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9432300;10.8354600
518;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9439800;10.8478200
520;OSLO;3;OSLO;301;OSLO;P;Postbokser;59.9286800;10.8053700
540;OSLO;3;OSLO;301;OSLO;S;Servicepostnummer;59.9357520;10.8362390
550;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9192700;10.7580400
551;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9217700;10.7564700
552;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9225800;10.7594800
553;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9248400;10.7606800
554;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9246500;10.7571000
555;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9267600;10.7590900
556;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9273800;10.7613900
557;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9288900;10.7637800
558;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9213300;10.7627400
559;OSLO;3;OSLO;301;OSLO;G;Gateadresser og stedsadresser;59.9202400;10.7631800
